Otu,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu1672,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens
Otu3595,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu3167,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu1125,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1616,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu3347,Bacteria,Proteobacteria,na,na,na,na,na
Otu440,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,na,na
Otu3551,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,na
Otu3657,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu3519,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1304,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
Otu1791,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2143,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3473,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas ruminantium
Otu132,Bacteria,na,na,na,na,na,na
Otu3717,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,na
Otu3227,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
Otu2856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu940,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,na
Otu543,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2967,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na,na
Otu481,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2916,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu474,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus schlegelii
Otu2630,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu361,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
Otu3748,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu1229,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu339,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus schlegelii
Otu3601,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3497,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu272,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Vulcanithermus,Vulcanithermus mediatlanticus
Otu1885,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,na
Otu2163,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
Otu3329,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sporobacterium,Sporobacterium olearium
Otu2273,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu460,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu431,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
Otu1145,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2258,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,na,na,na
Otu2600,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu3087,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu247,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu77,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
Otu39,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides coprocola
Otu1914,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu2067,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,na
Otu367,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,Odoribacter laneus
Otu1317,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Oceanirhabdus,Oceanirhabdus sediminicola
Otu941,Bacteria,Bacteroidetes,na,na,na,na,na
Otu723,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu3528,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2319,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu281,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu1116,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga sp. JLT2000
Otu1224,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu35,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu1411,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
Otu1485,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3326,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
Otu1600,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na,na
Otu2588,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu3723,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu883,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3455,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu1227,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu511,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
Otu178,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,na
Otu799,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na
Otu2591,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3570,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,na,na,na
Otu787,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu791,Bacteria,Bacteroidetes,na,na,na,na,na
Otu1985,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3412,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu2724,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus
Otu2660,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Desulfurella,na
Otu3419,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,na
Otu1654,Bacteria,na,na,na,na,na,na
Otu2671,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3606,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu3124,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3623,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu2110,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2568,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3856,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
Otu2238,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na
Otu3248,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu782,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,na
Otu751,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu3821,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu710,Bacteria,na,na,na,na,na,na
Otu3088,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu2997,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1040,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu225,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
Otu1727,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3429,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu377,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,na,na
Otu3498,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3119,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu814,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
Otu89,Bacteria,Firmicutes,na,na,na,na,na
Otu502,Bacteria,Bacteroidetes,na,na,na,na,na
Otu2601,Bacteria,na,na,na,na,na,na
Otu2646,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu3335,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,na,na
Otu1070,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
Otu2232,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3875,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu3918,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
Otu2806,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu2416,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu711,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu11,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
Otu2128,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2410,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu1977,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3515,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu758,Bacteria,Bacteroidetes,na,na,na,na,na
Otu2923,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu2832,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1014,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1339,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3441,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3114,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu298,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu957,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1027,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
Otu1197,Bacteria,Actinobacteria,Actinobacteria,na,na,na,na
Otu1763,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1085,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1272,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1358,Bacteria,Proteobacteria,Alphaproteobacteria,na,na,na,na
Otu1994,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2955,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu3850,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
Otu1640,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu212,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,na
Otu1493,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu2009,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu3511,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu2479,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2697,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides johnsonii
Otu3788,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3828,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
Otu2682,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. UB-B.2
Otu3313,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
Otu3030,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3847,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
Otu1813,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu3359,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3453,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu3345,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1834,Bacteria,na,na,na,na,na,na
Otu2337,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
Otu1593,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Filifactor,na
Otu3269,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu1846,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2969,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,na
Otu918,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2571,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu3111,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3305;otu2699,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
Otu3836,Bacteria,Chloroflexi,na,na,na,na,na
Otu1294,Bacteria,na,na,na,na,na,na
Otu342,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella shahii
Otu304,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,na
Otu2341,Bacteria,na,na,na,na,na,na
Otu2943,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2611,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,na
Otu2665,Bacteria,Proteobacteria,na,na,na,na,na
Otu2897,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu823,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1389,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
Otu2425,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2635,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium mayombei
Otu1853,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,na
Otu3557;otu3447,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu944,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
Otu958,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,Siphonobacter aquaeclarae
Otu3433,Bacteria,Firmicutes,na,na,na,na,na
Otu1818,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu2750,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu3405,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2751,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu767,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1115,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu849;otu600,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
Otu301,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
Otu1852,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu3152,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu3774,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
Otu2944,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu592,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor sp. CBS-Z
Otu149,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes
Otu2831;otu1617,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu525,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu1333,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu49,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu806,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu959,Bacteria,Tenericutes,Mollicutes,na,na,na,na
Otu310,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1653,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu1699,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu477,Bacteria,na,na,na,na,na,na
Otu1548,Bacteria,na,na,na,na,na,na
Otu2891,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1458,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
Otu1996,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azoarcus,Azoarcus toluvorans
Otu768,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,na,na
Otu2703,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu302,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
Otu2022,Bacteria,Bacteroidetes,na,na,na,na,na
Otu453,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu464,Bacteria,na,na,na,na,na,na
Otu561,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,na,na,na
Otu2553,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu2940,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Tissierella,na
Otu1622,Bacteria,na,na,na,na,na,na
Otu2918,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2521,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2468,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu3461,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu1207,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2176,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
Otu3775,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
Otu446,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,na,na
Otu443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu645,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
Otu3694,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
Otu2882,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu3669,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
Otu3417,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu763,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
Otu504,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
Otu2166,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu1363,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix
Otu2094,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu2223,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Oligella,na
Otu1382,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu910,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] obeum
Otu524,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVIII. Incertae Sedis,Symbiobacterium,na
Otu532,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu951,Bacteria,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,na,na,na
Otu2972,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
Otu2315,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,na
Otu1527,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,na
Otu569,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
Otu3300,Bacteria,Firmicutes,Negativicutes,Selenomonadales,na,na,na
Otu3438,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu2895,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
Otu3157;otu1997,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,na
Otu834,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu3055,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Tissierella,na
Otu1459,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu919,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
Otu1287,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Salinicola,Salinicola socius
Otu3414,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
Otu1028,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
Otu627,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,Papillibacter cinnamivorans
Otu865,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus
Otu2030,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaerosalibacter,Anaerosalibacter bizertensis
Otu1768,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,na
Otu209,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
Otu2251,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu1762,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
Otu2083,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
Otu249,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus
Otu672,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu387,Bacteria,Firmicutes,Clostridia,na,na,na,na
Otu1708,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
Otu2178,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
Otu2952,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
Otu2285,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
Otu1310,Bacteria,Tenericutes,Mollicutes,na,na,na,na
Otu2180,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
Otu3773,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
