Otu,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU7,Bacteria,Firmicutes,na,na,na,na,na
OTU678,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2498,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU659,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU111,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,na
OTU1867,Bacteria,na,na,na,na,na,na
OTU964,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU790,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3672,Bacteria,Tenericutes,Mollicutes,na,na,na,na
OTU1580,Bacteria,na,na,na,na,na,na
OTU2014,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2205,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
OTU411,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum sp. GK12
OTU1017,Bacteria,Proteobacteria,na,na,na,na,na
OTU2617,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,na
OTU1646,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1968,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na,na
OTU2189,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU1423,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1558,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU2122,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3304,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU456,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU47,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1717,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus
OTU1256,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU599,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus
OTU441,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2872,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU3710,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU3083;OTU2215,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU1268,Bacteria,na,na,na,na,na,na
OTU500,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2489,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU2949,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3271,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,na
OTU468,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3715,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,na,na
OTU593,Bacteria,na,na,na,na,na,na
OTU2400,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1047,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Petrotoga,na
OTU2107,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU3653,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,na
OTU1141,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
OTU1643,Bacteria,Tenericutes,Mollicutes,Anaeroplasmatales,Anaeroplasmataceae,Anaeroplasma,na
OTU1725,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2099,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
OTU2718,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobacter,na
OTU3738,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na
OTU921;OTU1157,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1204,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1642,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na,na
OTU1608,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,na,na
OTU1647,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,na
OTU2263,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU2029,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3799,Bacteria,na,na,na,na,na,na
OTU1132,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU1783,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,na
OTU1955,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
OTU1868,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
OTU147,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oulorum
OTU789,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1881,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,na
OTU2453,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU3428,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2513,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU3190,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes
OTU794,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU3195,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU3858,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU966,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU1007,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Odoribacter,na
OTU1165,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Tepidibacter,na
OTU3079,Bacteria,na,na,na,na,na,na
OTU2278,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,na
OTU52,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU193,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1230,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
OTU2331,Bacteria,na,na,na,na,na,na
OTU1168,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU1223,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,na,na
OTU3513,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira multipara
OTU873,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU314,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,na,na
OTU46,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
OTU755,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU151,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1824,Bacteria,na,na,na,na,na,na
OTU1858,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU269,Bacteria,Firmicutes,Clostridia,na,na,na,na
OTU983,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na,na
OTU1194,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU1179,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU2437,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2116,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU416,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3628,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3402,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU545,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia faecis
OTU1687,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter valericigenes
OTU1728;OTU1059;OTU1016,Bacteria,Proteobacteria,na,na,na,na,na
OTU3636,Bacteria,na,na,na,na,na,na
OTU1612,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium
OTU2477,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU454,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU2819,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1114,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3630;OTU2880,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2504,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU748,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,na
OTU3232,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU2279,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU696,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio ruminis
OTU796,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3211,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3282,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU602,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,na
OTU1357,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU3700,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU2780,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens
OTU3151,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,na
OTU2730,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1253,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1631,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Hydrogenoanaerobacterium,Hydrogenoanaerobacterium saccharovorans
OTU1468,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,na
OTU165,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis
OTU2638,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3480,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Lactonifactor,Lactonifactor longoviformis
OTU2206,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
OTU2228,Bacteria,na,na,na,na,na,na
OTU2653,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU127,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus
OTU1321,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU2025,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,na
OTU41,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU293,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,na,na
OTU3597,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3082,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU1835,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2569,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU3218,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2383,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3542,Bacteria,na,na,na,na,na,na
OTU657,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU885,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,na,na
OTU567,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU2993,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU914,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
OTU3742,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU384,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus
OTU2705,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2558,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,Allofustis seminis
OTU947,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU3827,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1662,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU277,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,na,na,na
OTU775,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii
OTU109,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2328,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU1972,Bacteria,na,na,na,na,na,na
OTU634,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3255,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio,Acetivibrio cellulolyticus
OTU417,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU286,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU1377,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1665,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU145,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Anaerobacter,Anaerobacter polyendosporus
OTU353,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1710,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,na
OTU978,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,na
OTU2809,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1111,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na,na
OTU2039,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2587,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU450,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3692,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3600,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,na
OTU3503,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU1034,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU1163,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1158,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
OTU3886,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,na,na
OTU1365,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU362,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,Gemmiger formicilis
OTU3729,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2954,Bacteria,na,na,na,na,na,na
OTU1164,Bacteria,Firmicutes,Clostridia,Halanaerobiales,na,na,na
OTU587,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,na
OTU1533,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
OTU2483,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,Papillibacter cinnamivorans
OTU610,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,na
OTU3437,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU1575,Bacteria,Firmicutes,Bacilli,Bacillales,na,na,na
OTU3564,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3598;OTU1754,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,na,na
OTU3818,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU229,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3813,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3293,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1613,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,na
OTU2584,Bacteria,Firmicutes,na,na,na,na,na
OTU3408,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU1082,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU451,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU333,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,na,na
OTU131,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,na
OTU3465,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU1514,Bacteria,na,na,na,na,na,na
OTU875,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na
OTU3650,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2334,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU2399,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3492,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,na,na
OTU3430,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU2164,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
OTU2257,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1422,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,na,na
OTU3018,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU2490,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,na
OTU3427,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU520,Bacteria,na,na,na,na,na,na
OTU1737,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU3095,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU2066,Bacteria,Firmicutes,na,na,na,na,na
OTU3145,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU3279;OTU1691,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,na,na,na
OTU3460,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1186,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,na
OTU1393,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1438,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3495,Bacteria,na,na,na,na,na,na
OTU56,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1475,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,na
OTU3076,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,na,na
OTU3375,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3664,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
OTU2639,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU2900,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU2464,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,na
OTU2754,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma taiwanense
OTU6,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU3213,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1505,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU2309,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3194,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU3338,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,na
OTU1254,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU1598,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,na,na
OTU2156,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU3585,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,na
OTU2026,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus callidus
OTU381,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,na
OTU1235,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,na,na
OTU2890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sulfonivorans
OTU2418,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU508,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU2842;OTU2634;OTU2540,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,na
OTU3540,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1001,Bacteria,Actinobacteria,Actinobacteria,na,na,na,na
OTU3424,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU1907,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU234,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na
OTU3126,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU2146,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,na
OTU1797,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na,na
OTU2355,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU1340,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma parvum
OTU1656,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,na
OTU3399,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides paurosaccharolyticus
OTU62,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hespellia,na
OTU518,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,na
OTU1160,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,na
OTU1217,Bacteria,na,na,na,na,na,na
OTU2049,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na
OTU744,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,Parasutterella excrementihominis
