Otu,Domain,Phylum,Class,Order,Family,Genus,Species,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
Otu14,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,na,0.00283578,2.8407082e-10,2.5225977e-10,0.002526298,0.011393316,0.00038121786,0.006885653,7.5517875e-10,4.8535814e-10,0.0024225428,1.9108726e-09,5.4881233e-10,0.0048181126,0.0029703078,0.0003915704,0.0026343302,2.0101529e-10,3.992901e-10,0.010532864,4.425306e-10,0.0011341952,0.0047099427,4.8509946e-10,0.85857654,3.0774931e-09,0.003651301,0.011711912,0.0018522502,0.0027957973,2.3662472e-10,6.516677e-10,0.016321374,7.04998e-10,2.6339345e-10,0.029033305,0.0015780545,4.5596452e-10,0.002221749,0.009531292,0.006282858,0.0054039103,7.4008605e-10,0.0037036398,4.6137747e-09,0.0012758435,0.025689382,0.0011310885,0.00030523053,0.06189245,0.0046120086,0.0067619495,0.007373907,0.05046921,0.004813922,0.06584926,7.3698163e-09,0.011406467,1.2177049e-09,1.8015601e-09,0.008567612,0.066183366,0.031407863,0.0009545623
Otu45,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na,na,5.6620963e-10,2.0988543e-10,1.5801498e-10,0.00020643114,7.265167e-10,7.57678e-10,6.624605e-05,0.006092588,4.575426e-10,1.4540447e-09,2.601039e-10,4.6805976e-10,6.9897593e-10,1.8514324e-06,4.556843e-10,3.6972467e-10,2.5043445e-10,0.003335035,1.7990426e-09,3.4398448e-10,3.4989364e-10,4.767054e-10,2.6437913e-10,4.9125726e-09,3.6168185e-10,7.774201e-10,0.0019248942,6.0040495e-10,0.00026840597,3.4866104e-10,3.4273276e-10,1.4085129e-09,5.196346e-10,2.3812322e-10,2.8889474e-10,4.853398e-10,5.974438e-09,4.9175086e-10,8.910197e-09,0.0006255118,7.3653383e-10,7.501999e-09,4.3835723e-07,5.913928e-10,0.0010673384,3.883957e-10,7.428204e-10,1.353161e-10,3.5269268e-10,0.0023921933,8.543785e-06,8.946505e-10,1.097348e-09,0.0010588401,0.007825489,1.5539725e-10,0.89566857,5.9983024e-10,6.0996896e-10,8.5908874e-10,4.709064e-10,1.3475017e-09,7.320221e-10
Otu11,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,na,0.008828637,2.5671693e-10,0.0002414833,0.8752381,2.70938e-09,7.568359e-10,0.0014643507,5.272108e-10,4.676368e-10,0.00011815074,0.0008753663,0.0011707261,0.0017071122,0.005545163,4.664416e-10,0.0026897702,3.821569e-10,4.017653e-10,0.0026366643,3.4474046e-10,3.4774397e-10,0.00742467,0.00028164886,0.00044562222,0.0055807023,0.005000346,0.0015973431,6.802765e-10,0.0018508624,0.0043526134,3.427419e-10,0.0013026274,4.769654e-10,0.0010797417,0.026176926,0.00078394904,0.00015753583,0.018397989,0.023725897,0.0033012885,0.004241196,5.768734e-10,0.0054141907,6.560771e-10,0.0035464002,0.009945971,0.010051191,1.5462516e-10,0.095631935,0.0013957381,0.0043228255,0.0003640274,1.4142244e-09,0.007982109,0.10753392,1.0747708e-09,0.0010784332,0.006910648,0.00012896425,1.2219081e-09,0.01469377,0.025854437,0.0046602935
Otu38,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,na,5.6620525e-10,3.781416e-10,0.00021701178,5.5220123e-10,3.565083e-09,9.608395e-10,0.00034969547,5.977055e-10,0.00058248854,6.2584815e-10,0.0005885675,4.5590481e-10,0.00036845673,8.336019e-10,3.922644e-10,3.91942e-10,2.2829687e-10,7.574377e-10,0.0002250932,0.008629288,0.0007843375,0.00013016255,0.014581739,2.4379978e-09,0.023414336,0.0005302048,0.0003138541,0.0036070296,7.9627743e-10,0.013083726,0.00182059,1.4998233e-09,2.4493154e-09,0.012453857,3.4092099e-10,0.0028477171,0.7623285,2.4628284e-09,9.0008125e-09,7.4611733e-10,8.934083e-10,4.696831e-10,7.3987563e-09,0.0015844951,0.00042940615,3.8839273e-10,7.4274953e-10,0.052545942,0.0036962656,4.982628e-10,2.2968119e-09,1.2235398e-09,5.531798e-09,0.0015001451,0.001261849,0.008058107,0.006538262,8.288061e-10,6.3487976e-10,0.0005900863,7.548198e-09,0.00044652293,7.0397077e-10
Otu105,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.633764e-10,2.2776546e-10,0.00017337812,5.962491e-10,0.0003048821,7.208847e-09,2.2008131e-05,5.269835e-10,0.010547364,1.2117316e-09,0.0018941236,9.055519e-06,5.97867e-10,1.1482809e-08,2.1346427e-09,3.0318315e-10,2.6178806e-10,0.002255594,9.457087e-05,4.6078788e-10,2.275013e-06,6.5775246e-10,0.0007747073,6.5989963e-10,3.5803516e-10,0.00023483076,3.642127e-09,0.0015487071,0.006047235,9.120926e-10,2.7375565e-06,0.001183601,7.429834e-10,0.00035753354,4.2244355e-10,0.0012371547,5.3684984e-10,5.174573e-10,0.0005433934,9.381639e-05,0.00034817986,6.9771218e-06,0.0060903723,0.0005335862,3.0924763e-05,0.002559008,1.0509308e-09,2.680708e-10,1.7106538e-07,4.7459586e-10,0.0010888148,8.75374e-10,2.7229493e-05,1.6598107e-05,1.7560199e-09,4.2642542e-10,4.5814877e-10,6.2782224e-10,6.0996547e-10,2.9935986e-06,1.1051395e-09,5.4616412e-05,3.3846186e-06
Otu74,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Dysosmobacter,na,5.529078e-10,1.9585128e-10,0.0005025865,1.1492498e-09,0.0016577659,0.0011132995,0.0028680742,0.0025522143,4.5902862e-10,0.0007469775,8.927086e-10,0.00032049918,5.8883365e-10,5.2375966e-09,3.972109e-10,0.0006223859,2.6222885e-10,0.0011426095,0.0073232185,0.00020187318,3.4726147e-10,4.764181e-10,5.479816e-09,1.178271e-09,4.5116125e-10,0.004351429,3.4384173e-10,8.1370305e-10,5.7322684e-09,5.2091637e-10,3.4273276e-10,0.038129132,0.00043914857,2.4288233e-10,3.9990813e-10,8.1934265e-10,4.167408e-10,4.7661036e-10,0.00030590087,0.00019853731,7.630482e-10,4.82892e-10,1.4051323e-09,0.00069505407,0.00075250445,3.883957e-10,0.00012470804,0.0036588146,3.946898e-10,4.715883e-10,0.0026842824,0.0049828966,0.022999424,2.5587851e-05,7.708784e-06,0.00062018784,4.5279908e-10,6.0555727e-10,6.1213906e-10,0.645965,2.938412e-09,0.012062507,7.9910595e-10
Otu77,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na,7.6025475e-10,2.8083255e-10,5.444744e-10,5.6652677e-10,1.3392522e-08,0.00016689647,0.00012334621,0.00053338706,1.6243865e-09,0.00024702158,7.2435363e-10,3.4615805e-10,6.641164e-10,2.0060494e-08,7.098731e-08,3.5027936e-10,2.3363234e-10,9.674989e-08,2.2221567e-09,3.899602e-10,0.0014588251,0.004679709,0.0009564215,4.678951e-10,8.185602e-10,0.00022262524,3.4384173e-10,6.45609e-10,0.00021637608,0.006874201,4.0682444e-06,0.0007450358,4.9938853e-10,0.0002953825,0.0013888536,0.002958363,1.6735372e-05,0.0016064792,0.31245527,7.471427e-10,0.0021232527,4.8859167e-10,0.00086819456,4.375511e-05,1.0483537e-09,4.081025e-10,2.4510631e-09,0.0028637573,0.0012974562,2.1516324e-09,0.0032624146,0.0012765215,0.0005850001,2.8474275e-08,1.1116348e-09,0.014286213,5.602082e-10,0.0013030766,6.0996896e-10,0.0024052544,0.00020893602,0.0066957027,0.00048258857
Otu24,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Extibacter,na,2.305743e-09,2.4837662e-10,2.582134e-10,0.0012143339,0.0011546707,0.016635336,0.0024348889,0.002192411,0.0017312091,0.0007156248,2.443647e-09,0.0027427713,6.3502553e-10,8.7292494e-05,4.0017512e-10,0.00021937452,4.0716255e-10,3.8221498e-10,0.02088287,5.4176147e-10,0.001121921,0.0011253876,7.1366615e-09,0.0011255535,7.7325635e-10,0.0059460197,3.587363e-10,1.6424218e-09,3.1277803e-10,0.007474485,0.0021096708,0.15978318,6.08412e-10,9.264095e-10,6.414351e-10,0.0027717424,0.0015806458,0.0045999656,0.023897039,0.013618062,0.0023250983,7.75323e-05,0.00043309908,0.008567084,0.0018484897,3.9013975e-10,7.8788437e-10,0.002658162,7.100939e-05,5.3116034e-10,0.0012572607,0.0041717603,0.051128786,0.0034634843,1.1672208e-09,0.005998457,5.1494736e-10,7.6007806e-10,6.882058e-10,0.024206903,0.10775254,0.07031786,0.004040142
Otu58,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,na,6.604905e-10,2.4753152e-10,3.3163286e-10,0.0016195488,6.216764e-10,1.312856e-09,1.1989553e-09,3.864034e-10,0.002083004,0.003864199,3.171863e-10,3.1909772e-10,5.8883365e-10,6.361541e-10,4.419315e-10,0.0009185937,4.8897436e-05,4.131445e-10,9.874429e-09,4.1531084e-10,0.00014412758,1.2326509e-09,2.816406e-10,0.000767687,3.9564643e-10,9.620018e-10,3.402665e-10,6.576573e-10,3.7605882e-10,0.0020450572,0.0013442036,0.0074827634,5.0199755e-10,1.0264634e-09,0.002668815,0.00011713692,3.968166e-10,6.167726e-10,0.00011544159,7.721574e-10,7.428629e-10,4.8732407e-10,0.00042646218,9.229187e-10,0.013208622,3.8004927e-08,0.00034591983,1.6304719e-10,0.0003131607,5.030585e-10,0.00094144547,0.0020077473,0.012688222,8.109903e-10,9.072103e-10,9.26187e-10,0.0008553635,5.9825805e-10,0.0049000783,0.0065347403,0.013799928,0.0064256247,0.0010492742
Otu90,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,na,5.656634e-10,4.174508e-10,1.7456933e-10,7.9029805e-10,0.0010313166,0.00054236467,0.0006157943,0.012209024,5.302629e-10,0.00085885695,1.666509e-08,4.7114274e-10,5.972834e-10,0.00045417264,5.228753e-10,8.719801e-05,6.1903604e-10,7.1231e-10,0.0046862657,0.00026896986,6.354472e-08,2.0871123e-05,0.006746406,0.0011988918,8.293747e-05,5.7912514e-10,9.922731e-09,0.004490515,0.0008499612,0.0052837613,0.00069689326,0.0057715755,0.0025037106,6.534462e-10,3.155609e-10,0.0020702246,0.001556058,0.0009212771,9.1961465e-06,0.0016849757,0.00055255514,4.713704e-10,1.5457664e-09,0.00036373484,3.673898e-09,8.617905e-10,7.428204e-10,0.0014727224,6.972235e-10,4.9015636e-10,0.008153,0.003652778,1.5376727e-09,0.0005494637,0.00096536375,0.0016646062,8.830211e-05,9.930413e-10,6.1774913e-10,1.1274752e-09,6.8652968e-09,0.0018061945,0.00071595755
Otu22,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,na,5.667304e-10,2.1848497e-10,2.7682392e-10,6.2118344e-10,4.7937826e-10,9.019109e-10,1.1168034e-09,6.7122965e-09,0.92870474,0.00037276425,1.6696581e-09,4.2015144e-10,0.00026549093,0.00043745738,0.0007808647,3.197138e-10,3.215237e-10,4.0504458e-10,2.331628e-08,1.941655e-09,0.000115040435,4.6780885e-10,2.9520864e-10,0.00041423325,3.1823238e-10,2.0402826e-09,3.526267e-10,6.0097205e-10,0.008588029,0.0004376342,0.00022934082,1.3885656e-09,0.0063222777,2.451994e-10,0.0016334017,5.356976e-10,1.8573084e-09,4.842304e-10,3.3870198e-05,0.0004739659,1.2071939e-09,0.0033527766,9.41095e-10,0.0032802238,0.004034219,3.9187445e-10,1.0339102e-08,5.417135e-05,9.1674e-10,4.91662e-10,3.35288e-09,0.029682454,1.3217999e-09,7.051141e-10,4.840864e-10,6.49167e-05,0.00055981416,0.0035713564,0.4216625,8.532116e-10,0.0002097093,1.341511e-09,0.023539681
Otu26,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,na,3.1691907e-09,3.4819228e-10,1.8035348e-10,0.00042866837,0.021969551,0.0029024961,0.006525261,0.054366842,5.2379934e-10,1.2541201e-09,7.1791415e-05,0.0006580693,0.0026778742,0.005675174,5.868303e-10,0.00013558868,5.880231e-10,0.003278069,0.0036847699,0.008191739,6.10913e-10,0.00493703,0.0042173825,0.0010224734,3.5064435e-10,0.024710575,5.1198767e-06,0.0007651164,1.3559818e-09,0.005683575,3.8529477e-10,0.21584651,0.00019010012,1.7661363e-09,0.0030351542,0.0016996445,0.0069175772,2.6654703e-07,0.0031043256,1.1340101e-09,4.882824e-08,2.1143587e-06,0.0024653894,0.01562984,0.001874069,0.00077660044,7.5736134e-10,0.008839508,0.0019839015,3.272283e-05,5.9049962e-05,0.0017702855,0.021552082,0.014990925,8.011858e-07,0.007248339,0.0009063824,0.0063768392,6.3916156e-10,0.02742677,0.03356139,0.049296223,0.78989756
Otu33,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,na,1.1260572e-09,2.598173e-10,2.2108583e-10,5.3071796e-09,0.0002580936,6.468624e-10,0.004946126,0.00029977324,0.006746895,0.003219332,3.6710276e-10,4.729698e-09,5.7654875e-10,7.6570985e-05,8.015136e-05,2.5513511e-05,2.1298815e-10,1.2351449e-09,0.00444542,1.3883451e-09,3.471065e-10,5.118372e-10,3.0827647e-05,0.0027673866,3.3286662e-10,0.0022818095,0.00092971826,7.489838e-10,3.56853e-10,6.863386e-10,3.477013e-10,0.03698288,1.992898e-09,0.00197368,0.007970683,0.0033425724,4.601459e-10,0.0007613566,0.007248904,0.0016913043,0.010032746,4.3857265e-10,0.00064459397,7.5940687e-10,0.8024686,3.9205464e-10,7.428204e-10,4.0514624e-05,7.124873e-10,7.136822e-10,3.5254136e-10,5.860162e-09,0.050252788,0.0017471529,0.00037788975,1.5495973e-05,4.6151133e-10,5.942708e-10,0.14973904,0.02461452,0.0040351436,0.00768709,0.0016562284
Otu9,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,8.1972035e-10,3.154578e-06,9.862582e-06,2.702019e-05,1.6484235e-05,1.2275899e-09,1.1973327e-09,5.206533e-10,0.0010332377,1.4995087e-09,3.1426442e-10,4.792719e-10,0.0056372164,1.2248585e-09,2.847392e-05,0.0003150638,4.787346e-10,4.093894e-10,1.5418375e-09,3.7735445e-10,0.015423484,0.010876097,2.9031494e-10,7.070337e-10,0.0033876395,8.839586e-10,0.8309339,6.3215894e-10,4.1756326e-10,2.607364e-10,0.008040749,2.5089109e-09,3.207875e-09,2.2989005e-05,3.6893086e-10,2.7147722e-05,0.0003900167,6.3456446e-10,9.567564e-09,9.8909055e-05,1.5340673e-09,0.005806259,2.14318e-09,6.168225e-10,0.012092891,3.6650155e-05,7.4281614e-10,1.6298593e-10,0.004920352,4.6203055e-10,3.2740347e-10,9.571746e-10,1.2304888e-09,7.713972e-10,0.0018334361,0.00050649745,0.0012584546,0.0010811727,6.411652e-10,8.590675e-10,2.5817195e-09,6.156321e-07,8.0669244e-10
Otu55,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,na,1.4739562e-06,2.786827e-10,0.00032438128,0.00086812966,3.7101413e-09,7.529168e-10,0.0024662504,3.1067005e-09,5.0196813e-10,4.8024723e-10,4.71265e-10,5.0117405e-10,6.06304e-10,0.0006443823,3.169248e-05,0.00018626047,1.2930366e-10,3.9083442e-10,1.4230648e-09,0.0003934463,0.00060039456,0.00044869247,0.0002140719,4.0283176e-05,1.4064003e-05,0.00015920174,0.0058446834,5.973094e-10,2.2118254e-05,2.1974412e-08,0.0017446565,0.005524148,5.0857313e-10,0.0057397396,0.000114680115,6.0044164e-10,0.00070727203,0.0072823055,9.282863e-05,7.4729517e-10,0.0072528967,5.812848e-10,0.00032055998,0.004220962,0.0011917555,0.00384138,1.1973676e-09,0.00060696003,1.5918593e-09,4.7897913e-10,0.032890033,9.1225416e-10,0.00059559254,8.357864e-10,8.573795e-06,1.8523703e-10,4.5045256e-10,0.0011953239,6.218524e-10,0.0008250384,0.003072148,0.002140879,7.3478906e-10
Otu98,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,na,5.425673e-10,1.9323311e-10,1.856793e-10,0.00020842235,0.0029790057,0.0012538191,1.366706e-09,0.010620188,0.0007687386,0.00021794548,0.0017265092,0.00021142268,7.0224726e-10,1.9354858e-09,8.398606e-05,2.2856152e-10,4.35102e-10,0.0007041364,7.195161e-09,6.313942e-05,3.486931e-10,4.3363256e-05,0.00052554713,4.98393e-10,7.761422e-10,1.3484107e-09,3.4881772e-10,5.6799243e-10,0.0017988866,0.0038338208,3.4273276e-10,0.045686316,5.020435e-10,5.72778e-07,0.00048078355,0.00044349424,0.0009938541,0.00038207532,3.41467e-08,6.753104e-10,7.535904e-10,4.8167503e-10,1.9427124e-09,6.0974215e-10,1.0283651e-09,4.6434898e-10,8.203161e-10,0.0066540553,3.5165956e-10,4.740051e-10,3.5750907e-09,0.012381842,0.006001345,0.00013706154,1.099428e-09,0.01783201,4.516691e-10,0.0013212186,6.0996896e-10,0.00085568574,5.358487e-10,0.0016621718,4.269263e-09
Otu100,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.090381e-10,0.00018651673,1.7582813e-10,0.0005359213,4.7936183e-10,2.3551021e-09,0.000626419,8.982537e-10,4.541881e-10,0.0006133729,3.0671649e-10,0.0002346596,0.003801186,4.410009e-06,4.387651e-10,3.3058947e-10,2.3103114e-10,1.357066e-06,0.00037746166,3.604115e-10,0.000105277795,7.3141304e-10,3.2481764e-09,0.00095488504,4.3623583e-10,0.0001029963,0.0010578006,6.0162575e-10,3.6708125e-10,2.1621374e-10,3.4273276e-10,5.344201e-06,5.023874e-10,2.3845e-10,0.00017987787,5.064845e-10,4.897789e-06,1.3931565e-09,8.757212e-09,6.9865136e-10,7.5606243e-10,5.063784e-10,2.077708e-06,5.470053e-10,0.001326224,4.5031834e-10,7.428204e-10,1.3531506e-10,0.0010990397,4.715883e-10,0.00039423074,1.2617822e-09,1.0934096e-09,5.208576e-06,0.004674297,3.8142522e-10,4.5279908e-10,6.048162e-10,6.299812e-10,8.5908874e-10,0.00056111475,6.4246e-05,7.4097883e-10
Otu43,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,5.993955e-10,5.5880806e-10,2.5624158e-10,0.0014781557,5.1990784e-10,8.73762e-10,1.2141647e-09,5.2603155e-10,4.6521526e-10,0.00039033996,2.9153543e-10,3.963373e-10,0.009421933,1.2304666e-09,4.5120083e-10,2.9027938e-10,4.702162e-10,3.4730716e-10,1.7981678e-09,0.00026896523,0.0005244473,4.767054e-10,0.003437251,0.0016613737,0.00055247295,2.5398404e-06,0.0073383627,5.9842126e-10,0.0004856535,0.0013852265,3.203297e-10,0.0001243284,4.3867705e-05,3.5168843e-10,0.0001961897,4.93811e-10,0.004017074,4.689984e-10,8.809027e-09,0.00011352781,7.364832e-10,0.7454204,0.00021551097,0.0027923079,9.776822e-10,3.883957e-10,7.428204e-10,1.5059431e-09,0.00393916,5.1342874e-10,0.0051768026,8.7932334e-10,2.4670748e-09,0.0010216738,0.00069175445,0.0035995047,0.004705635,0.0009423828,6.5137884e-10,8.5908874e-10,1.1375595e-09,1.3654883e-09,7.320221e-10
Otu13,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,0.1891449,2.1608786e-10,0.00026440134,0.012738604,9.296013e-10,0.0018674697,0.011204495,5.3350474e-10,5.0121235e-10,0.0016645773,9.9130004e-05,0.9172933,0.003533025,0.0047896756,4.414117e-10,0.0007415861,3.5667308e-10,4.0828993e-10,1.7179226e-09,3.611981e-10,0.00064955157,0.0058604893,3.5070935e-10,0.003873853,0.001200948,0.0014994409,3.8139236e-10,6.24806e-10,0.002529858,0.00048788718,2.6840255e-10,2.1322275e-09,4.93418e-10,0.003205205,0.47390315,0.000542677,1.6223634e-09,0.017504457,0.0019966806,1.0122173e-09,1.1823958e-09,0.0009104904,0.0085063325,5.164609e-10,2.1733648e-09,0.0031373785,0.017164497,1.6351247e-10,0.0059962706,7.145226e-10,0.03564137,1.0195991e-09,1.0902526e-09,0.0036843538,0.00010041564,1.779492e-10,0.0015705716,0.0031862357,5.7117094e-10,0.0015787311,6.5053857e-10,1.7661027e-09,0.005189115
Otu20,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na,Muribaculum gordoncarteri,1.313437e-09,4.644714e-10,2.1844426e-10,0.0034799974,4.7747863e-09,1.8618385e-09,1.2990902e-09,0.0018401521,1.7245031e-09,0.00816575,5.0204757e-10,4.77826e-10,4.755632e-10,3.350962e-09,0.0005717885,4.0772158e-10,2.3726038e-10,6.538457e-10,2.353561e-09,0.0071401754,3.4062864e-10,0.00029301664,0.11950373,1.1290725e-08,3.9890471e-10,1.357748e-09,3.74611e-10,9.977176e-10,4.027049e-10,0.051492766,0.0009812022,0.005065775,6.701767e-10,0.0020130193,4.354547e-09,0.005296776,0.00023775044,8.0104395e-10,0.0014667475,7.3557477e-10,7.7587203e-10,5.757434e-10,1.0462975e-08,6.1628036e-10,0.0012361072,1.9071362e-09,0.0044350256,0.341403,0.00015635384,4.754784e-10,7.1124084e-10,1.1849165e-09,1.4826202e-09,7.0609657e-10,5.799184e-10,0.040287793,4.6212792e-10,7.701033e-10,0.008635927,9.73061e-10,1.1940705e-09,1.4753301e-09,1.0530931e-09
Otu5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus,na,0.00010348989,2.497805e-10,1.9345338e-10,8.5579305e-10,4.7613147e-10,1.0223148e-09,1.2378474e-09,5.289775e-10,5.1168697e-10,6.729499e-10,3.1127392e-10,0.00025994895,5.9113264e-10,6.252232e-10,4.2671605e-10,4.6548257e-10,8.2947445e-05,4.0251083e-10,1.7990426e-09,3.4405268e-10,5.283947e-10,6.451374e-10,2.5967486e-10,5.446968e-10,2.3123117e-05,7.7555845e-10,1.2970265e-09,5.963498e-10,3.791818e-10,2.1591744e-10,3.4460745e-10,1.4078548e-09,4.990848e-10,2.4145505e-10,3.0663247e-10,9.560303e-10,7.556255e-06,4.717914e-10,8.8761025e-09,9.700152e-09,7.6184115e-10,1.8052422e-09,9.498846e-10,5.497037e-10,9.772719e-10,1.9370902e-05,4.267702e-06,1.3573667e-10,4.0397586e-05,0.000934878,6.0373284e-10,8.7057367e-10,1.095399e-09,3.0768468e-09,1.1340053e-09,1.5518635e-10,4.5279908e-10,6.459736e-10,6.0996896e-10,8.8275465e-06,4.7506626e-10,1.3475658e-09,7.320208e-10
Otu37,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,na,0.00044777655,2.2350881e-10,0.00029111342,3.3626495e-09,0.002377357,0.002380388,0.006110264,5.149488e-10,4.102692e-10,0.0008960602,9.687894e-10,0.0008842508,5.8765004e-10,1.5596385e-09,4.4005746e-10,2.6833755e-10,2.9593608e-10,4.079435e-10,0.02016762,4.2757087e-10,3.477546e-10,0.002459726,0.0004432085,3.497512e-06,5.024789e-10,0.001178918,3.4384173e-10,0.000697225,0.0012556257,0.000588435,3.4306238e-10,0.017783266,6.304824e-10,3.8335068e-10,0.00025492508,0.008000102,0.00036248987,0.00054226484,0.0013592903,7.4001744e-10,0.00055549014,4.961373e-10,7.005189e-09,9.702629e-10,4.937974e-09,0.0008050722,7.6253603e-10,1.3994367e-10,0.004273618,0.0060658893,0.0048361416,0.0062361783,0.12036213,0.0031549295,6.865102e-10,0.007842586,0.0009887944,7.5489035e-05,6.0996896e-10,0.016389769,0.03892031,0.09641405,0.0024246797
Otu7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa,na,1.8184835e-09,1.9148011e-10,2.5723612e-10,9.689018e-05,0.28664154,0.004849364,0.00048728182,0.5422499,1.1445369e-09,0.00086865365,0.9837499,0.009916598,3.076565e-09,2.7214253e-09,2.1424316e-07,4.1854717e-10,6.444905e-10,0.017781429,0.0030906016,0.0006834379,0.0021722908,5.0711284e-09,0.24567856,0.00087316154,8.811665e-05,0.0026563653,3.7095846e-10,0.026981033,0.02243636,0.12349834,3.483545e-10,0.01895596,0.041663144,0.02849936,0.0031849362,0.0045245662,0.035775468,0.0032099232,0.005435663,7.850506e-10,0.0031760635,5.2810717e-10,8.9782236e-07,7.928282e-08,0.0034367382,0.016416911,1.9048818e-09,0.15860642,7.4833567e-10,0.0074203196,0.0018712811,0.013258269,0.005400386,0.002758477,5.4370775e-09,0.057884604,5.769646e-10,0.008047527,5.009215e-10,0.016556747,0.010684965,0.044463456,0.004367344
Otu59,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na,na,7.375053e-10,1.4381409e-10,1.7705885e-10,9.662234e-10,0.0001504762,0.003138116,0.020840166,0.0001743415,4.1419346e-10,0.0015724883,3.4817302e-10,7.48621e-10,5.8883365e-10,9.112086e-10,4.3219095e-10,2.2991782e-10,2.6725097e-10,0.0023468728,0.41934687,1.9971713e-08,3.477546e-10,0.005177936,0.00544329,0.0021250024,3.0364497e-10,0.0027451317,3.4384173e-10,0.00050440937,4.0907314e-10,0.0006193858,1.0573356e-09,0.011475061,0.0019921542,2.4776864e-10,0.00020979915,0.0012228948,0.0008119507,0.003316234,0.0047182776,1.4192538e-05,0.00181488,1.5092358e-05,1.0659652e-09,4.8097687e-10,0.032809854,0.0072238855,8.4302715e-10,3.703468e-10,3.401556e-10,4.715883e-10,0.010657801,0.0035036681,0.011932362,0.004839326,0.00022276718,1.6267175e-10,4.5279908e-10,7.4417783e-10,6.1950134e-10,0.014148484,0.02727364,0.01707534,8.123885e-10
