Otu,Domain,Phylum,Class,Order,Family,Genus
Otu566,Bacteria,na,na,na,na,na
Otu547,Bacteria,na,na,na,na,na
Otu544,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu559,Bacteria,na,na,na,na,na
Otu524,Bacteria,Firmicutes,na,na,na,na
Otu540,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu546,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu545,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu526,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus
Otu562,Bacteria,na,na,na,na,na
Otu537,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum
Otu560,Bacteria,Bacteroidetes,na,na,na,na
Otu568,Bacteria,na,na,na,na,na
Otu529,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium
Otu534,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia
Otu539,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu571,Bacteria,na,na,na,na,na
Otu542,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter
Otu574,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu551,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu577,Bacteria,na,na,na,na,na
Otu504,Bacteria,Firmicutes,na,na,na,na
Otu586,Bacteria,Proteobacteria,na,na,na,na
Otu553,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu552,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu558,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu578,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu555,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu564,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Apibacter
Otu583,Bacteria,na,na,na,na,na
Otu587,Bacteria,Proteobacteria,na,na,na,na
Otu575,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu589,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Falcatimonas
Otu561,Bacteria,na,na,na,na,na
Otu582,Bacteria,Proteobacteria,na,na,na,na
Otu579,Bacteria,Firmicutes,Bacilli,na,na,na
Otu594,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu581,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu580,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetivibrio
Otu573,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus
Otu576,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu584,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
Otu599,Bacteria,na,na,na,na,na
Otu563,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia
Otu585,Bacteria,na,na,na,na,na
Otu597,Bacteria,na,na,na,na,na
Otu606,Bacteria,na,na,na,na,na
Otu588,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu605,Bacteria,Proteobacteria,Gammaproteobacteria,na,na,na
Otu569,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,na
Otu614,Bacteria,na,na,na,na,na
Otu590,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
Otu591,Bacteria,Bacteroidetes,na,na,na,na
Otu609,Bacteria,na,na,na,na,na
Otu572,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XVII,Sulfobacillus
Otu570,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na
Otu620,Bacteria,na,na,na,na,na
Otu616,Bacteria,na,na,na,na,na
Otu592,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu596,Bacteria,na,na,na,na,na
Otu618,Bacteria,Firmicutes,na,na,na,na
Otu624,Bacteria,Proteobacteria,na,na,na,na
Otu593,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
Otu617,Bacteria,Proteobacteria,na,na,na,na
Otu629,Bacteria,na,na,na,na,na
Otu625,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu608,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu595,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu600,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,na
Otu631,Bacteria,na,na,na,na,na
Otu626,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
Otu621,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea
Otu615,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora
Otu613,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola
Otu623,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
Otu604,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu627,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter
Otu601,Bacteria,Bacteroidetes,na,na,na,na
Otu628,Bacteria,Firmicutes,Bacilli,na,na,na
Otu640,Bacteria,na,na,na,na,na
Otu603,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
Otu644,Bacteria,na,na,na,na,na
Otu641,Bacteria,na,na,na,na,na
Otu633,Bacteria,na,na,na,na,na
Otu612,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu630,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu619,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster
Otu639,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu649,Bacteria,na,na,na,na,na
Otu598,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella
Otu635,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
Otu646,Bacteria,na,na,na,na,na
Otu651,Bacteria,na,na,na,na,na
Otu638,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,na
Otu647,Bacteria,na,na,na,na,na
Otu611,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
Otu656,Bacteria,na,na,na,na,na
Otu668,Bacteria,na,na,na,na,na
Otu654,Bacteria,na,na,na,na,na
Otu659,Bacteria,na,na,na,na,na
Otu610,Bacteria,Proteobacteria,na,na,na,na
Otu652,Bacteria,Proteobacteria,na,na,na,na
Otu650,Bacteria,Proteobacteria,na,na,na,na
Otu607,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae_1,Shimazuella
Otu660,Bacteria,na,na,na,na,na
Otu663,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu667,Bacteria,Firmicutes,na,na,na,na
Otu642,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,na
Otu622,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium_XVIII
Otu669,Bacteria,Bacteroidetes,na,na,na,na
Otu665,Bacteria,na,na,na,na,na
Otu666,Bacteria,na,na,na,na,na
Otu671,Bacteria,na,na,na,na,na
Otu645,Bacteria,Firmicutes,Bacilli,Bacillales,na,na
Otu634,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
Otu648,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu680,Bacteria,na,na,na,na,na
Otu679,Bacteria,na,na,na,na,na
Otu657,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu653,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu673,Bacteria,Firmicutes,Bacilli,na,na,na
Otu690,Bacteria,na,na,na,na,na
Otu602,Bacteria,na,na,na,na,na
Otu683,Bacteria,na,na,na,na,na
Otu637,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
Otu670,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu677,Bacteria,na,na,na,na,na
Otu643,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
Otu658,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu686,Bacteria,na,na,na,na,na
Otu636,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
Otu685,Bacteria,na,na,na,na,na
Otu684,Bacteria,na,na,na,na,na
Otu662,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu655,Bacteria,Bacteroidetes,na,na,na,na
Otu687,Bacteria,na,na,na,na,na
Otu693,Bacteria,na,na,na,na,na
Otu674,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
Otu700,Bacteria,na,na,na,na,na
Otu676,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,na,na
Otu691,Bacteria,na,na,na,na,na
Otu672,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Howardella
Otu664,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na
Otu688,Bacteria,Firmicutes,na,na,na,na
Otu697,Bacteria,na,na,na,na,na
Otu678,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu675,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu699,Bacteria,na,na,na,na,na
Otu702,Bacteria,na,na,na,na,na
Otu661,Bacteria,Firmicutes,Bacilli,Lactobacillales,na,na
Otu706,Bacteria,na,na,na,na,na
Otu681,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu692,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Schlesneria
Otu703,Bacteria,na,na,na,na,na
Otu682,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
Otu710,Bacteria,na,na,na,na,na
Otu701,Bacteria,Firmicutes,Clostridia,Clostridiales,na,na
Otu717,Bacteria,na,na,na,na,na
Otu713,Bacteria,Proteobacteria,na,na,na,na
Otu712,Bacteria,Firmicutes,na,na,na,na
Otu714,Archaea,na,na,na,na,na
Otu721,Bacteria,Bacteroidetes,na,na,na,na
Otu694,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Millionella
Otu704,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
Otu632,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,na,na
Otu695,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu718,Bacteria,Firmicutes,Bacilli,na,na,na
Otu720,Bacteria,na,na,na,na,na
Otu741,Bacteria,na,na,na,na,na
Otu724,Bacteria,Actinobacteria,Actinobacteria,na,na,na
Otu719,Bacteria,na,na,na,na,na
Otu740,Bacteria,na,na,na,na,na
Otu689,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Otu715,Bacteria,na,na,na,na,na
Otu716,Bacteria,Firmicutes,Bacilli,na,na,na
Otu726,Bacteria,na,na,na,na,na
Otu739,Bacteria,na,na,na,na,na
Otu709,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
Otu705,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium
Otu708,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu738,Bacteria,na,na,na,na,na
Otu731,Bacteria,na,na,na,na,na
Otu732,Bacteria,na,na,na,na,na
Otu711,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,na
Otu743,Bacteria,na,na,na,na,na
